Product_id:  Product_name:  Product_model:  From:   To:  Quantity: Month:   Week:  Year:
62       CPU            M1            Jessore      Bogra   51      January   Week2   2013
172       Watch            M4            Jessore      Bogra   55      January   Week2   2013
116       Motor            M0            Mymensingh      Bogra   99      January   Week2   2013
80       Car            M3            Bogra      Bogra   66      January   Week2   2013
37       Motor            M9            Rangpur      Bogra   116      January   Week2   2013
74       Car            M7            Jessore      Bogra   95      January   Week2   2013
120       Watch            M9            Bogra      Bogra   111      January   Week2   2013
36       Motor            M8            Mymensingh      Bogra   65      January   Week2   2013
74       Car            M7            Jessore      Bogra   84      January   Week2   2013
72       Watch            M7            Rajshahi      Bogra   43      January   Week2   2013
133       Freeze            M5            Barisal      Bogra   21      January   Week3   2013
89       TV            M7            Sylhet      Bogra   57      January   Week3   2013
162       Freeze            M9            Chittagong      Bogra   22      January   Week3   2013
42       RAM            M5            Dhaka      Bogra   69      January   Week3   2013
134       RAM            M6            Sylhet      Bogra   66      January   Week3   2013
92       Watch            M1            Jessore      Bogra   98      January   Week3   2013
60       Fan            M6            Khulna      Bogra   100      January   Week3   2013
72       Watch            M7            Bogra      Bogra   83      January   Week3   2013
154       Motor            M1            Rajshahi      Bogra   113      January   Week3   2013
54       Computer            M9            Chittagong      Bogra   80      January   Week3   2013
120       Watch            M9            Mymensingh      Bogra   24      January   Week4   2013
99       Fan            M7            Mymensingh      Bogra   94      January   Week4   2013
72       Watch            M7            Sylhet      Bogra   108      January   Week4   2013
19       CPU            M8            Khulna      Bogra   34      January   Week4   2013
92       Watch            M1            Rajshahi      Bogra   103      January   Week4   2013
145       TV            M0            Chittagong      Bogra   50      January   Week4   2013
182       CPU            M2            Khulna      Bogra   93      January   Week4   2013
162       Freeze            M9            Rajshahi      Bogra   57      January   Week4   2013
164       Mobile            M4            Sylhet      Bogra   48      January   Week4   2013
77       CPU            M3            Barisal      Bogra   34      January   Week4   2013
156       Freeze            M8            Rangpur      Bogra   113      January   Week1   2013
156       Freeze            M8            Sylhet      Bogra   86      January   Week1   2013
116       Motor            M0            Bogra      Bogra   109      January   Week1   2013
139       CPU            M5            Mymensingh      Bogra   68      January   Week1   2013
107       RAM            M3            Sylhet      Bogra   88      January   Week1   2013
112       CPU            M0            Jessore      Bogra   90      January   Week1   2013
81       Watch            M6            Chittagong      Bogra   104      January   Week1   2013
81       Watch            M6            Mymensingh      Bogra   74      January   Week1   2013
120       Watch            M9            Barisal      Bogra   70      January   Week1   2013
72       Watch            M7            Barisal      Bogra   116      January   Week1   2013
54       Computer            M9            Barisal      Bogra   22      January   Week2   2013
125       CPU            M4            Jessore      Bogra   113      January   Week2   2013
74       Car            M7            Barisal      Bogra   114      January   Week2   2013
162       Freeze            M9            Bogra      Bogra   71      January   Week2   2013
118       RAM            M9            Mymensingh      Bogra   119      January   Week2   2013
118       RAM            M9            Mymensingh      Bogra   81      January   Week2   2013
37       Motor            M9            Mymensingh      Bogra   50      January   Week2   2013
127       Motor            M5            Rajshahi      Bogra   70      January   Week2   2013
139       CPU            M5            Sylhet      Bogra   59      January   Week2   2013
74       Car            M7            Rajshahi      Bogra   78      January   Week2   2013
154       Motor            M1            Barisal      Bogra   104      January   Week3   2013
52       Fan            M2            Khulna      Bogra   98      January   Week3   2013
62       CPU            M1            Rangpur      Bogra   106      January   Week3   2013
99       Fan            M7            Jessore      Bogra   71      January   Week3   2013
88       Fan            M1            Barisal      Bogra   77      January   Week3   2013
107       RAM            M3            Bogra      Bogra   111      January   Week3   2013
63       Freeze            M1            Mymensingh      Bogra   91      January   Week3   2013
51       Car            M2            Mymensingh      Bogra   102      January   Week3   2013
162       Freeze            M9            Jessore      Bogra   105      January   Week3   2013
51       Car            M2            Chittagong      Bogra   97      January   Week3   2013
138       Motor            M6            Mymensingh      Bogra   87      January   Week4   2013
106       Fan            M4            Sylhet      Bogra   77      January   Week4   2013
154       Motor            M1            Mymensingh      Bogra   91      January   Week4   2013
189       Fan            M8            Bogra      Bogra   51      January   Week4   2013
185       Car            M5            Bogra      Bogra   102      January   Week4   2013
88       Fan            M1            Sylhet      Bogra   77      January   Week4   2013
54       Computer            M9            Bogra      Bogra   113      January   Week4   2013
120       Watch            M9            Khulna      Bogra   103      January   Week4   2013
92       Watch            M1            Khulna      Bogra   44      January   Week4   2013
177       Computer            M0            Jessore      Bogra   50      January   Week4   2013
79       Fan            M3            Mymensingh      Bogra   113      January   Week1   2013
19       CPU            M8            Barisal      Bogra   119      January   Week1   2013
139       CPU            M5            Rangpur      Bogra   61      January   Week1   2013
72       Watch            M7            Jessore      Bogra   79      January   Week1   2013
42       RAM            M5            Rajshahi      Bogra   76      January   Week1   2013
19       CPU            M8            Dhaka      Bogra   36      January   Week1   2013
134       RAM            M6            Rangpur      Bogra   68      January   Week1   2013
181       Car            M4            Jessore      Bogra   22      January   Week1   2013
99       Fan            M7            Rajshahi      Bogra   118      January   Week1   2013
116       Motor            M0            Rajshahi      Bogra   94      January   Week1   2013
182       CPU            M2            Rajshahi      Bogra   118      January   Week2   2013
106       Fan            M4            Dhaka      Bogra   33      January   Week2   2013
156       Freeze            M8            Chittagong      Bogra   95      January   Week2   2013
146       Fan            M9            Bogra      Bogra   68      January   Week2   2013
156       Freeze            M8            Jessore      Bogra   103      January   Week2   2013
159       Mobile            M8            Sylhet      Bogra   109      January   Week2   2013
152       RAM            M2            Sylhet      Bogra   62      January   Week2   2013
80       Car            M3            Jessore      Bogra   72      January   Week2   2013
162       Freeze            M9            Mymensingh      Bogra   79      January   Week2   2013
19       CPU            M8            Mymensingh      Bogra   114      January   Week2   2013
91       Watch            M3            Khulna      Bogra   48      February   Week1   2013
107       RAM            M3            Rangpur      Bogra   88      February   Week1   2013
127       Motor            M5            Jessore      Bogra   110      February   Week1   2013
133       Freeze            M5            Rangpur      Bogra   80      February   Week1   2013
162       Freeze            M9            Sylhet      Bogra   50      February   Week1   2013
185       Car            M5            Chittagong      Bogra   33      February   Week1   2013
134       RAM            M6            Bogra      Bogra   60      February   Week1   2013
36       Motor            M8            Khulna      Bogra   78      February   Week1   2013
107       RAM            M3            Jessore      Bogra   101      February   Week1   2013
140       Car            M9            Khulna      Bogra   63      February   Week1   2013
177       Computer            M0            Dhaka      Bogra   32      February   Week2   2013
140       Car            M9            Mymensingh      Bogra   49      February   Week2   2013
146       Fan            M9            Khulna      Bogra   104      February   Week2   2013
88       Fan            M1            Mymensingh      Bogra   38      February   Week2   2013
80       Car            M3            Bogra      Bogra   63      February   Week2   2013
26       Fan            M0            Mymensingh      Bogra   69      February   Week2   2013
104       Computer            M7            Chittagong      Bogra   102      February   Week2   2013
111       Car            M0            Khulna      Bogra   117      February   Week2   2013
138       Motor            M6            Chittagong      Bogra   29      February   Week2   2013
57       Freeze            M4            Dhaka      Bogra   118      February   Week2   2013
181       Car            M4            Rangpur      Bogra   66      February   Week3   2013
37       Motor            M9            Chittagong      Bogra   34      February   Week3   2013
87       Mobile            M3            Jessore      Bogra   74      February   Week3   2013
36       Motor            M8            Barisal      Bogra   112      February   Week3   2013
42       RAM            M5            Chittagong      Bogra   113      February   Week3   2013
107       RAM            M3            Barisal      Bogra   87      February   Week3   2013
72       Watch            M7            Jessore      Bogra   45      February   Week3   2013
152       RAM            M2            Rangpur      Bogra   103      February   Week3   2013
150       Watch            M0            Bogra      Bogra   91      February   Week3   2013
181       Car            M4            Rajshahi      Bogra   81      February   Week3   2013
72       Watch            M7            Dhaka      Bogra   28      February   Week4   2013
159       Mobile            M8            Mymensingh      Bogra   114      February   Week4   2013
19       CPU            M8            Khulna      Bogra   20      February   Week4   2013
107       RAM            M3            Rangpur      Bogra   91      February   Week4   2013
159       Mobile            M8            Mymensingh      Bogra   109      February   Week4   2013
119       Mobile            M9            Mymensingh      Bogra   70      February   Week4   2013
51       Car            M2            Dhaka      Bogra   20      February   Week4   2013
51       Car            M2            Bogra      Bogra   95      February   Week4   2013
107       RAM            M3            Barisal      Bogra   45      February   Week4   2013
177       Computer            M0            Barisal      Bogra   67      February   Week4   2013
127       Motor            M5            Jessore      Bogra   50      February   Week1   2013
152       RAM            M2            Khulna      Bogra   103      February   Week1   2013
106       Fan            M4            Mymensingh      Bogra   96      February   Week1   2013
120       Watch            M9            Rajshahi      Bogra   69      February   Week1   2013
60       Fan            M6            Rajshahi      Bogra   39      February   Week1   2013
60       Fan            M6            Sylhet      Bogra   69      February   Week1   2013
42       RAM            M5            Chittagong      Bogra   26      February   Week1   2013
72       Watch            M7            Bogra      Bogra   111      February   Week1   2013
57       Freeze            M4            Jessore      Bogra   51      February   Week1   2013
150       Watch            M0            Bogra      Bogra   43      February   Week1   2013
125       CPU            M4            Barisal      Bogra   66      February   Week2   2013
139       CPU            M5            Jessore      Bogra   67      February   Week2   2013
36       Motor            M8            Khulna      Bogra   90      February   Week2   2013
112       CPU            M0            Bogra      Bogra   49      February   Week2   2013
101       Freeze            M6            Rajshahi      Bogra   21      February   Week2   2013
118       RAM            M9            Sylhet      Bogra   75      February   Week2   2013
177       Computer            M0            Dhaka      Bogra   24      February   Week2   2013
181       Car            M4            Bogra      Bogra   81      February   Week2   2013
19       CPU            M8            Mymensingh      Bogra   63      February   Week2   2013
104       Computer            M7            Jessore      Bogra   48      February   Week2   2013
81       Watch            M6            Sylhet      Bogra   28      February   Week3   2013
134       RAM            M6            Barisal      Bogra   33      February   Week3   2013
133       Freeze            M5            Barisal      Bogra   68      February   Week3   2013
114       TV            M4            Mymensingh      Bogra   98      February   Week3   2013
118       RAM            M9            Mymensingh      Bogra   48      February   Week3   2013
74       Car            M7            Bogra      Bogra   71      February   Week3   2013
111       Car            M0            Rangpur      Bogra   116      February   Week3   2013
103       Car            M8            Rangpur      Bogra   77      February   Week3   2013
92       Watch            M1            Sylhet      Bogra   62      February   Week3   2013
107       RAM            M3            Rajshahi      Bogra   65      February   Week3   2013
26       Fan            M0            Rajshahi      Bogra   87      February   Week4   2013
127       Motor            M5            Barisal      Bogra   104      February   Week4   2013
43       TV            M6            Jessore      Bogra   55      February   Week4   2013
107       RAM            M3            Jessore      Bogra   52      February   Week4   2013
185       Car            M5            Khulna      Bogra   32      February   Week4   2013
157       RAM            M8            Jessore      Bogra   104      February   Week4   2013
107       RAM            M3            Jessore      Bogra   79      February   Week4   2013
188       CPU            M6            Chittagong      Bogra   107      February   Week4   2013
106       Fan            M4            Bogra      Bogra   76      February   Week4   2013
134       RAM            M6            Chittagong      Bogra   38      February   Week4   2013
111       Car            M0            Rangpur      Bogra   57      February   Week1   2013
116       Motor            M0            Dhaka      Bogra   76      February   Week1   2013
107       RAM            M3            Mymensingh      Bogra   107      February   Week1   2013
79       Fan            M3            Jessore      Bogra   31      February   Week1   2013
70       Freeze            M0            Bogra      Bogra   118      February   Week1   2013
38       Fan            M5            Rangpur      Bogra   105      February   Week1   2013
133       Freeze            M5            Jessore      Bogra   89      February   Week1   2013
99       Fan            M7            Khulna      Bogra   54      February   Week1   2013
89       TV            M7            Dhaka      Bogra   23      February   Week1   2013
87       Mobile            M3            Barisal      Bogra   47      February   Week1   2013
133       Freeze            M5            Mymensingh      Bogra   117      February   Week2   2013
74       Car            M7            Sylhet      Bogra   74      February   Week2   2013
88       Fan            M1            Barisal      Bogra   70      February   Week2   2013
111       Car            M0            Barisal      Bogra   90      February   Week2   2013
63       Freeze            M1            Dhaka      Bogra   29      February   Week2   2013
19       CPU            M8            Rangpur      Bogra   62      February   Week2   2013
107       RAM            M3            Barisal      Bogra   63      February   Week2   2013
125       CPU            M4            Rajshahi      Bogra   22      February   Week2   2013
77       CPU            M3            Bogra      Bogra   91      February   Week2   2013
152       RAM            M2            Bogra      Bogra   63      February   Week2   2013
118       RAM            M9            Mymensingh      Bogra   40      March   Week1   2013
59       Motor            M2            Rajshahi      Bogra   39      March   Week1   2013
139       CPU            M5            Jessore      Bogra   80      March   Week1   2013
70       Freeze            M0            Chittagong      Bogra   21      March   Week1   2013
118       RAM            M9            Barisal      Bogra   112      March   Week1   2013
92       Watch            M1            Jessore      Bogra   36      March   Week1   2013
42       RAM            M5            Sylhet      Bogra   104      March   Week1   2013
59       Motor            M2            Sylhet      Bogra   52      March   Week1   2013
188       CPU            M6            Dhaka      Bogra   86      March   Week1   2013
57       Freeze            M4            Chittagong      Bogra   82      March   Week1   2013
154       Motor            M1            Bogra      Bogra   110      March   Week2   2013
118       RAM            M9            Barisal      Bogra   40      March   Week2   2013
81       Watch            M6            Mymensingh      Bogra   47      March   Week2   2013
63       Freeze            M1            Khulna      Bogra   77      March   Week2   2013
95       CPU            M7            Jessore      Bogra   116      March   Week2   2013
189       Fan            M8            Barisal      Bogra   40      March   Week2   2013
103       Car            M8            Chittagong      Bogra   47      March   Week2   2013
107       RAM            M3            Rajshahi      Bogra   97      March   Week2   2013
88       Fan            M1            Jessore      Bogra   40      March   Week2   2013
125       CPU            M4            Khulna      Bogra   109      March   Week2   2013
74       Car            M7            Rangpur      Bogra   69      March   Week3   2013
127       Motor            M5            Chittagong      Bogra   50      March   Week3   2013
36       Motor            M8            Khulna      Bogra   39      March   Week3   2013
145       TV            M0            Barisal      Bogra   75      March   Week3   2013
120       Watch            M9            Mymensingh      Bogra   43      March   Week3   2013
26       Fan            M0            Jessore      Bogra   115      March   Week3   2013
87       Mobile            M3            Chittagong      Bogra   37      March   Week3   2013
19       CPU            M8            Khulna      Bogra   70      March   Week3   2013
111       Car            M0            Barisal      Bogra   27      March   Week3   2013
74       Car            M7            Jessore      Bogra   41      March   Week3   2013
125       CPU            M4            Chittagong      Bogra   98      March   Week4   2013
79       Fan            M3            Khulna      Bogra   26      March   Week4   2013
194       Car            M6            Mymensingh      Bogra   50      March   Week4   2013
146       Fan            M9            Bogra      Bogra   80      March   Week4   2013
49       Mobile            M0            Jessore      Bogra   21      March   Week4   2013
82       CPU            M9            Jessore      Bogra   114      March   Week4   2013
140       Car            M9            Rajshahi      Bogra   48      March   Week4   2013
37       Motor            M9            Jessore      Bogra   88      March   Week4   2013
51       Car            M2            Barisal      Bogra   40      March   Week4   2013
164       Mobile            M4            Barisal      Bogra   108      March   Week4   2013
37       Motor            M9            Khulna      Bogra   25      March   Week1   2013
99       Fan            M7            Dhaka      Bogra   89      March   Week1   2013
120       Watch            M9            Khulna      Bogra   93      March   Week1   2013
125       CPU            M4            Khulna      Bogra   50      March   Week1   2013
103       Car            M8            Bogra      Bogra   85      March   Week1   2013
74       Car            M7            Mymensingh      Bogra   79      March   Week1   2013
181       Car            M4            Khulna      Bogra   21      March   Week1   2013
62       CPU            M1            Jessore      Bogra   89      March   Week1   2013
63       Freeze            M1            Bogra      Bogra   71      March   Week1   2013
72       Watch            M7            Rangpur      Bogra   21      March   Week1   2013
87       Mobile            M3            Jessore      Bogra   104      March   Week2   2013
36       Motor            M8            Sylhet      Bogra   36      March   Week2   2013
132       Watch            M8            Bogra      Bogra   96      March   Week2   2013
194       Car            M6            Mymensingh      Bogra   116      March   Week2   2013
107       RAM            M3            Bogra      Bogra   21      March   Week2   2013
177       Computer            M0            Barisal      Bogra   117      March   Week2   2013
120       Watch            M9            Chittagong      Bogra   112      March   Week2   2013
57       Freeze            M4            Rangpur      Bogra   104      March   Week2   2013
120       Watch            M9            Bogra      Bogra   58      March   Week2   2013
87       Mobile            M3            Bogra      Bogra   82      March   Week2   2013
188       CPU            M6            Rangpur      Bogra   35      March   Week3   2013
43       TV            M6            Jessore      Bogra   89      March   Week3   2013
81       Watch            M6            Sylhet      Bogra   101      March   Week3   2013
185       Car            M5            Bogra      Bogra   92      March   Week3   2013
88       Fan            M1            Bogra      Bogra   88      March   Week3   2013
118       RAM            M9            Jessore      Bogra   50      March   Week3   2013
82       CPU            M9            Barisal      Bogra   39      March   Week3   2013
101       Freeze            M6            Bogra      Bogra   43      March   Week3   2013
152       RAM            M2            Chittagong      Bogra   97      March   Week3   2013
154       Motor            M1            Rangpur      Bogra   101      March   Week3   2013
72       Watch            M7            Mymensingh      Bogra   68      March   Week4   2013
72       Watch            M7            Khulna      Bogra   67      March   Week4   2013
92       Watch            M1            Sylhet      Bogra   88      March   Week4   2013
37       Motor            M9            Rajshahi      Bogra   24      March   Week4   2013
149       RAM            M1            Bogra      Bogra   83      March   Week4   2013
177       Computer            M0            Rangpur      Bogra   64      March   Week4   2013
51       Car            M2            Mymensingh      Bogra   62      March   Week4   2013
95       CPU            M7            Jessore      Bogra   40      March   Week4   2013
145       TV            M0            Sylhet      Bogra   86      March   Week4   2013
62       CPU            M1            Mymensingh      Bogra   105      March   Week4   2013
19       CPU            M8            Jessore      Bogra   87      March   Week1   2013
72       Watch            M7            Khulna      Bogra   37      March   Week1   2013
100       TV            M8            Mymensingh      Bogra   43      March   Week1   2013
152       RAM            M2            Chittagong      Bogra   67      March   Week1   2013
42       RAM            M5            Chittagong      Bogra   99      March   Week1   2013
120       Watch            M9            Bogra      Bogra   42      March   Week1   2013
72       Watch            M7            Barisal      Bogra   95      March   Week1   2013
133       Freeze            M5            Bogra      Bogra   58      March   Week1   2013
125       CPU            M4            Mymensingh      Bogra   105      March   Week1   2013
125       CPU            M4            Khulna      Bogra   85      March   Week1   2013
118       RAM            M9            Barisal      Bogra   86      March   Week2   2013
139       CPU            M5            Khulna      Bogra   62      March   Week2   2013
81       Watch            M6            Mymensingh      Bogra   51      March   Week2   2013
60       Fan            M6            Jessore      Bogra   96      March   Week2   2013
107       RAM            M3            Jessore      Bogra   92      March   Week2   2013
164       Mobile            M4            Jessore      Bogra   27      March   Week2   2013
49       Mobile            M0            Sylhet      Bogra   83      March   Week2   2013
125       CPU            M4            Rangpur      Bogra   80      March   Week2   2013
177       Computer            M0            Mymensingh      Bogra   64      March   Week2   2013
62       CPU            M1            Mymensingh      Bogra   72      March   Week2   2013
92       Watch            M1            Barisal      Bogra   118      April   Week1   2013
89       TV            M7            Jessore      Bogra   73      April   Week1   2013
139       CPU            M5            Dhaka      Bogra   20      April   Week1   2013
42       RAM            M5            Sylhet      Bogra   59      April   Week1   2013
127       Motor            M5            Jessore      Bogra   75      April   Week1   2013
162       Freeze            M9            Chittagong      Bogra   51      April   Week1   2013
107       RAM            M3            Bogra      Bogra   114      April   Week1   2013
72       Watch            M7            Bogra      Bogra   42      April   Week1   2013
133       Freeze            M5            Mymensingh      Bogra   80      April   Week1   2013
106       Fan            M4            Sylhet      Bogra   25      April   Week1   2013
104       Computer            M7            Bogra      Bogra   71      April   Week2   2013
88       Fan            M1            Rajshahi      Bogra   22      April   Week2   2013
72       Watch            M7            Barisal      Bogra   91      April   Week2   2013
125       CPU            M4            Mymensingh      Bogra   44      April   Week2   2013
80       Car            M3            Mymensingh      Bogra   118      April   Week2   2013
80       Car            M3            Rangpur      Bogra   94      April   Week2   2013
157       RAM            M8            Rajshahi      Bogra   37      April   Week2   2013
125       CPU            M4            Khulna      Bogra   25      April   Week2   2013
118       RAM            M9            Mymensingh      Bogra   89      April   Week2   2013
127       Motor            M5            Jessore      Bogra   32      April   Week2   2013
70       Freeze            M0            Rajshahi      Bogra   50      April   Week3   2013
63       Freeze            M1            Jessore      Bogra   22      April   Week3   2013
159       Mobile            M8            Jessore      Bogra   50      April   Week3   2013
140       Car            M9            Rajshahi      Bogra   38      April   Week3   2013
103       Car            M8            Chittagong      Bogra   102      April   Week3   2013
103       Car            M8            Sylhet      Bogra   59      April   Week3   2013
101       Freeze            M6            Bogra      Bogra   71      April   Week3   2013
82       CPU            M9            Jessore      Bogra   89      April   Week3   2013
118       RAM            M9            Jessore      Bogra   29      April   Week3   2013
91       Watch            M3            Rangpur      Bogra   30      April   Week3   2013
72       Watch            M7            Jessore      Bogra   58      April   Week4   2013
60       Fan            M6            Rangpur      Bogra   65      April   Week4   2013
43       TV            M6            Khulna      Bogra   106      April   Week4   2013
99       Fan            M7            Chittagong      Bogra   65      April   Week4   2013
154       Motor            M1            Dhaka      Bogra   56      April   Week4   2013
164       Mobile            M4            Rangpur      Bogra   78      April   Week4   2013
89       TV            M7            Chittagong      Bogra   47      April   Week4   2013
77       CPU            M3            Khulna      Bogra   97      April   Week4   2013
38       Fan            M5            Mymensingh      Bogra   44      April   Week4   2013
132       Watch            M8            Jessore      Bogra   116      April   Week4   2013
125       CPU            M4            Barisal      Bogra   66      April   Week1   2013
100       TV            M8            Jessore      Bogra   30      April   Week1   2013
106       Fan            M4            Barisal      Bogra   40      April   Week1   2013
60       Fan            M6            Mymensingh      Bogra   98      April   Week1   2013
95       CPU            M7            Jessore      Bogra   111      April   Week1   2013
87       Mobile            M3            Mymensingh      Bogra   36      April   Week1   2013
118       RAM            M9            Rangpur      Bogra   62      April   Week1   2013
118       RAM            M9            Mymensingh      Bogra   50      April   Week1   2013
74       Car            M7            Mymensingh      Bogra   108      April   Week1   2013
177       Computer            M0            Barisal      Bogra   59      April   Week1   2013
172       Watch            M4            Dhaka      Bogra   67      April   Week2   2013
80       Car            M3            Jessore      Bogra   98      April   Week2   2013
114       TV            M4            Rangpur      Bogra   80      April   Week2   2013
125       CPU            M4            Rajshahi      Bogra   110      April   Week2   2013
57       Freeze            M4            Bogra      Bogra   47      April   Week2   2013
95       CPU            M7            Mymensingh      Bogra   74      April   Week2   2013
138       Motor            M6            Mymensingh      Bogra   86      April   Week2   2013
88       Fan            M1            Chittagong      Bogra   39      April   Week2   2013
88       Fan            M1            Jessore      Bogra   30      April   Week2   2013
120       Watch            M9            Mymensingh      Bogra   112      April   Week2   2013
92       Watch            M1            Barisal      Bogra   23      April   Week3   2013
103       Car            M8            Chittagong      Bogra   64      April   Week3   2013
26       Fan            M0            Chittagong      Bogra   115      April   Week3   2013
57       Freeze            M4            Jessore      Bogra   115      April   Week3   2013
52       Fan            M2            Jessore      Bogra   27      April   Week3   2013
63       Freeze            M1            Khulna      Bogra   74      April   Week3   2013
26       Fan            M0            Bogra      Bogra   39      April   Week3   2013
112       CPU            M0            Bogra      Bogra   90      April   Week3   2013
145       TV            M0            Dhaka      Bogra   66      April   Week3   2013
99       Fan            M7            Rajshahi      Bogra   92      April   Week3   2013
104       Computer            M7            Sylhet      Bogra   39      April   Week4   2013
156       Freeze            M8            Rajshahi      Bogra   46      April   Week4   2013
74       Car            M7            Jessore      Bogra   79      April   Week4   2013
118       RAM            M9            Dhaka      Bogra   84      April   Week4   2013
172       Watch            M4            Rangpur      Bogra   89      April   Week4   2013
92       Watch            M1            Rajshahi      Bogra   31      April   Week4   2013
26       Fan            M0            Jessore      Bogra   80      April   Week4   2013
114       TV            M4            Jessore      Bogra   44      April   Week4   2013
88       Fan            M1            Rajshahi      Bogra   101      April   Week4   2013
181       Car            M4            Barisal      Bogra   61      April   Week4   2013
95       CPU            M7            Sylhet      Bogra   43      April   Week1   2013
54       Computer            M9            Barisal      Bogra   73      April   Week1   2013
119       Mobile            M9            Jessore      Bogra   89      April   Week1   2013
132       Watch            M8            Jessore      Bogra   87      April   Week1   2013
103       Car            M8            Sylhet      Bogra   21      April   Week1   2013
72       Watch            M7            Barisal      Bogra   111      April   Week1   2013
26       Fan            M0            Khulna      Bogra   71      April   Week1   2013
37       Motor            M9            Mymensingh      Bogra   98      April   Week1   2013
63       Freeze            M1            Sylhet      Bogra   98      April   Week1   2013
37       Motor            M9            Rangpur      Bogra   98      April   Week1   2013
133       Freeze            M5            Jessore      Bogra   101      April   Week2   2013
19       CPU            M8            Bogra      Bogra   23      April   Week2   2013
72       Watch            M7            Chittagong      Bogra   29      April   Week2   2013
92       Watch            M1            Khulna      Bogra   110      April   Week2   2013
100       TV            M8            Sylhet      Bogra   101      April   Week2   2013
149       RAM            M1            Mymensingh      Bogra   20      April   Week2   2013
99       Fan            M7            Mymensingh      Bogra   40      April   Week2   2013
92       Watch            M1            Rangpur      Bogra   94      April   Week2   2013
100       TV            M8            Bogra      Bogra   99      April   Week2   2013
125       CPU            M4            Rangpur      Bogra   21      April   Week2   2013
43       TV            M6            Bogra      Bogra   61      May   Week1   2013
38       Fan            M5            Rajshahi      Bogra   99      May   Week1   2013
74       Car            M7            Rajshahi      Bogra   93      May   Week1   2013
88       Fan            M1            Khulna      Bogra   64      May   Week1   2013
63       Freeze            M1            Dhaka      Bogra   21      May   Week1   2013
92       Watch            M1            Bogra      Bogra   81      May   Week1   2013
157       RAM            M8            Dhaka      Bogra   114      May   Week1   2013
99       Fan            M7            Mymensingh      Bogra   83      May   Week1   2013
80       Car            M3            Mymensingh      Bogra   88      May   Week1   2013
118       RAM            M9            Khulna      Bogra   28      May   Week1   2013
38       Fan            M5            Khulna      Bogra   65      May   Week2   2013
72       Watch            M7            Rangpur      Bogra   24      May   Week2   2013
88       Fan            M1            Barisal      Bogra   102      May   Week2   2013
72       Watch            M7            Bogra      Bogra   32      May   Week2   2013
120       Watch            M9            Chittagong      Bogra   87      May   Week2   2013
188       CPU            M6            Bogra      Bogra   61      May   Week2   2013
185       Car            M5            Jessore      Bogra   102      May   Week2   2013
79       Fan            M3            Jessore      Bogra   56      May   Week2   2013
188       CPU            M6            Bogra      Bogra   20      May   Week2   2013
95       CPU            M7            Mymensingh      Bogra   75      May   Week2   2013
88       Fan            M1            Khulna      Bogra   65      May   Week3   2013
62       CPU            M1            Bogra      Bogra   33      May   Week3   2013
194       Car            M6            Chittagong      Bogra   112      May   Week3   2013
103       Car            M8            Dhaka      Bogra   49      May   Week3   2013
159       Mobile            M8            Bogra      Bogra   107      May   Week3   2013
36       Motor            M8            Mymensingh      Bogra   31      May   Week3   2013
185       Car            M5            Barisal      Bogra   110      May   Week3   2013
114       TV            M4            Barisal      Bogra   73      May   Week3   2013
134       RAM            M6            Khulna      Bogra   76      May   Week3   2013
134       RAM            M6            Jessore      Bogra   22      May   Week3   2013
88       Fan            M1            Jessore      Bogra   99      May   Week4   2013
99       Fan            M7            Barisal      Bogra   69      May   Week4   2013
19       CPU            M8            Barisal      Bogra   60      May   Week4   2013
194       Car            M6            Barisal      Bogra   114      May   Week4   2013
125       CPU            M4            Sylhet      Bogra   36      May   Week4   2013
38       Fan            M5            Sylhet      Bogra   30      May   Week4   2013
162       Freeze            M9            Bogra      Bogra   83      May   Week4   2013
139       CPU            M5            Sylhet      Bogra   86      May   Week4   2013
99       Fan            M7            Jessore      Bogra   42      May   Week4   2013
26       Fan            M0            Bogra      Bogra   52      May   Week4   2013
118       RAM            M9            Rajshahi      Bogra   68      May   Week1   2013
118       RAM            M9            Mymensingh      Bogra   52      May   Week1   2013
36       Motor            M8            Jessore      Bogra   116      May   Week1   2013
100       TV            M8            Barisal      Bogra   35      May   Week1   2013
133       Freeze            M5            Jessore      Bogra   48      May   Week1   2013
57       Freeze            M4            Barisal      Bogra   30      May   Week1   2013
164       Mobile            M4            Bogra      Bogra   21      May   Week1   2013
72       Watch            M7            Rangpur      Bogra   114      May   Week1   2013
185       Car            M5            Mymensingh      Bogra   87      May   Week1   2013
139       CPU            M5            Bogra      Bogra   73      May   Week1   2013
57       Freeze            M4            Jessore      Bogra   88      May   Week2   2013
77       CPU            M3            Bogra      Bogra   63      May   Week2   2013
77       CPU            M3            Rajshahi      Bogra   21      May   Week2   2013
81       Watch            M6            Dhaka      Bogra   73      May   Week2   2013
112       CPU            M0            Rangpur      Bogra   58      May   Week2   2013
127       Motor            M5            Chittagong      Bogra   56      May   Week2   2013
63       Freeze            M1            Jessore      Bogra   22      May   Week2   2013
26       Fan            M0            Rajshahi      Bogra   57      May   Week2   2013
59       Motor            M2            Rangpur      Bogra   103      May   Week2   2013
92       Watch            M1            Rajshahi      Bogra   74      May   Week2   2013
36       Motor            M8            Jessore      Bogra   65      May   Week3   2013
82       CPU            M9            Jessore      Bogra   55      May   Week3   2013
77       CPU            M3            Rangpur      Bogra   67      May   Week3   2013
119       Mobile            M9            Jessore      Bogra   29      May   Week3   2013
